identifiant,pays_code,pays,secteur_activite_code,secteur,denomination_sociale,adresse_1,adresse_2,adresse_3,adresse_4,code_postal,ville
SLSEYEIW,[FR],FRANCE,[MED],Médicaments humains,SOCIETES DU GROUPE TEVA HORS FRANCE,100-110 esplanade du général de Gaulle,"","","",92931,PARIS LA DEFENSE CEDEX
LRBGCBHT,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,TransEnterix Inc.,635 Davis Drive Suite 300,"","","",27560 ,Morrisville
HOOZHAUV,[FR],FRANCE,[DM],Dispositifs médicaux,SODIMED,423 RUE JEAN DAUSSET,IMMEUBLE LE SYNTHETIS II,"","",84000,AVIGNON
PAHAVZCE,[FR],FRANCE,[DM],Dispositifs médicaux,AJR MEDICAL,"93, boulevard de la Valbarelle","","","",13011,Marseille
KXGBNXPP,[FR],FRANCE,[MED],Médicaments humains,LEO Pharma SARL,50-52 BOULEVARD ABDELLALIF,BENKADDOUR,RACIN,"",20100,CASABLANCA
DTKJNFDT,[GB],ROYAUME-UNI,[MED],Médicaments humains,KYOWA KIRIN SERVICES LTD,Galabank Business Park,"","","",TD1 1QH,Galashiels TD1 1QH
EWPWDIQM,[IL],ISRAËL,[DM],Dispositifs médicaux,Alpha-Bio Tec,"4 Hatnufa St, PO Box 3936",Kyriat Arye,Petach Tikva,"",4951022,Petach Tikva
FQGNGRXM,[ES],ESPAGNE,[MED],Médicaments humains,Otsuka Pharmaceutical S.A.,"Avenida Diagonal, 615",9º planta,"","",08028,Barcelona
POKECNBY,[FR],FRANCE,[MV],Médicament vétérinaire,HUVEPHARMA SA,"34, rue Jean Monnet",ZI d'Etriché,BP 20341,"",49503,Segré
CIIMRZVU,[FR],FRANCE,[MV],Médicament vétérinaire,VETO PHARMA,12/14 rue de la croix martre,"","","",91120,palaiseau
LCXSMVFK,[FR],FRANCE,[MV],Médicament vétérinaire,vetoquinol,bp 189,"","","",70200,magny-vernois
VOEKSUIO,[FR],FRANCE,[MV],Médicament vétérinaire,AUDEVARD,42-46 rue Médéric,"","","",92110,Clichy
KBUVIVXP,[FR],FRANCE,[MED],Médicaments humains,SOCIETES DU GROUPE SANDOZ HORS FRANCE,49 AVENUE GEORGES POMPIDOU,"","","",92593,LEVALLOIS PERRET CEDEX
XHLFRIPB,[FR],FRANCE,[PA],Prestataires associés,EURAXI PHARMA,"10, rue Gutenberg","","","",37300,Joue-les-Tours
OXKXWEZQ,[RE],RÉUNION,[DM],Dispositifs médicaux,AXDOM'R,49 CHEMIN MAXIME RIVIERE,"","","",97410,ST PIERRE LA REUNION
RUMXXDOQ,[FR],FRANCE,[MED],Médicaments humains,HORAMA SA,27 rue du Faubourg Saint-Jacques,Pépinière Paris Santé Cochin,"","",75014,Paris
FNMNZPKH,[FR],FRANCE,[AUT],Autres,ISIS EURE ET LOIR,RUE DES BAS BUISSONS ET CHAMPS CORNEILLES,BOULEVARD DE LA PAIX,BOULEVARD DE LA PAIX,BOULEVARD DE LA PAIX,28100,DREUX
AAZEEBAZ,[FR],FRANCE,[PA],Prestataires associés,ZEBRA SANTE,35 AVENUE DE SURESNES,"","","",92210,SAINT CLOUD
HTLZKEDI,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,CURETIS FRANCE SARL,"28, rue Schweighaeuse","","","",67000,Strasbourg
TMJCDUPQ,[FR],FRANCE,[DM],Dispositifs médicaux,KEPHALIOS,5 RUE DE LA BAUME,"","","",75008,PARIS
MJNYYIPO,[FR],FRANCE,[DM],Dispositifs médicaux,AIR PLUS,270 CHEMIN DE CREMAT ,AIR PLUS,"","",06200,NICE
WMLIHRUG,[FR],FRANCE,[AUT],Autres,Axance,23 boulevard poissonniere,"","","",75002,Paris
FLTAJVAT,[FR],FRANCE,[AUT],Autres,E-OPHTALMO,51 AVENUE MARECHAL DE SAXE,"","","",69003,LYON
XDLKEHJV,[FR],FRANCE,[MED],Médicaments humains,MERCK SERONO,37 RUE SAINT ROMAIN,"","","",69008,LYON
IHNXJTFT,[CH],SUISSE,[MED],Médicaments humains,Takeda Europe & Canada Business Unit,"Thurgauerstrasse 130, 8152 Glattpark-Opfikon","","","",8152,Zurick
VSESJFND,[JP],JAPON,[MED],Médicaments humains,Takeda Pharmaceutilcal Compagny Ltd,"12-10, Nihonbashi 2-chome, Chuo-ku","","","",103 8668,Tokyo
FNKJBJWM,[IT],ITALIE,[MED],Médicaments humains,Dompé Farmaceutici S.p.A,Via Santa Lucia 6,"","","",20122,Milan
FMFYZDTG,[RE],RÉUNION,[DM],Dispositifs médicaux,AXDOM LA REUNION,47 CHEMIN MAXIME RIVIERE,ZI MAXIME RIVIERE,"","",97410,SAINT PIERRE
BVRDDGPQ,[RE],RÉUNION,[DM],Dispositifs médicaux,AXDOM'R,49 CHEMIN MAXIME RIVIERE,ZI MAXIME RIVIERE,"","",97410,SAINT PIERRE
TEAQWSET,[RE],RÉUNION,[DM],Dispositifs médicaux,AXDOM CARE,ZAC PORTAIL,QUARTIER TAMARIN,1 RUE GALABE LE PITON,"",97424,SAINT LEU
LSZXVVNY,[FR],FRANCE,[AUT],Autres,AGIPHARM,62 BOULEVARD VICTOR HUGO,"","","",92200,NEUILLY SUR SEINE
OVVAXCRY,[FR],FRANCE,[DM],Dispositifs médicaux,NOVOMEDICS FRANCE,4 RUE LA FAYETTE,"","","",57000,METZ
YDGAMDKI,[SG],SINGAPOUR,[MED],Médicaments humains,Takeda Emerging Market Business Unit,21 Biopolis Road,"","","",138567,Singapour
XDFIIGJI,[FR],FRANCE,[DM],Dispositifs médicaux,MSI,37 RUE DU BOIS CHALAND,"","","",91090,LISSES
DFQXNRQR,[US],ÉTATS-UNIS,[MED],Médicaments humains,AKCEA THERAPEUTICS INK,55 Cambridge Parkway,"","","",02142,CAMBRIDGE
PIMOLLUN,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,HOYA Surgical Optics GmbH,De Saint Exupery Strasse 8,"","","",60549,FRANCFURT AM MAIN
GGEHWSHZ,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Myriad Genetics SAS,"13, rue Camille Desmoulins","","","",92441,Issy-les-Moulineaux
UAAWGSQO,[FR],FRANCE,[DM],Dispositifs médicaux,Studiosante67,10 rue de Bienne ,"","","",67000,Strasbourg
CXDTUYXF,[FR],FRANCE,[DM],Dispositifs médicaux,Asept InMed,9 avenue Mercure,"","","",31130,Quint Fonsegrives
ZIFBWGEH,[FR],FRANCE,[PA],Prestataires associés,LOURAPH,PROXIMED PROVENCE,Les ateliers de la Méditerranée,87 Bd de la Méditerranée,"",13015,Marseille
NDUFMHRI,[FR],FRANCE,[MED],Médicaments humains,DENTSPLY SIRONA FRANCE,7 Ter Rue de la Porte de Buc,Immeuble Le Colbert,"","",78000,VERSAILLES
LEVJCDCS,[FR],FRANCE,[PA],Prestataires associés,ELIA PICARDIE,ZAC la Croix de Fer,"","","",80440,BOVES
LWFIZOYU,[FR],FRANCE,[PA],Prestataires associés,ELIA NORMANDIE,Chemin du Rotin,"","","",76770,MALAUNAY
EDYRSJIH,[FR],FRANCE,[AUT],Autres,ISIS MIDI PYRENEES,6 rue Joseph Cugnot,"","","",31600,MURET
FRNVROZE,[FR],FRANCE,[DM],Dispositifs médicaux,ISIS MÉDICAL VAR,Zac des bousquets,220 rue des découvertes,"","",83390,Cuers
WOHDURXP,[FR],FRANCE,[DM],Dispositifs médicaux,GRANDVISION FRANCE,1 rue Jean Pierre Timbaud,"","","",78180,MONTIGNY LE BRETONNEUX
LSNWDFPZ,[FR],FRANCE,[DM],Dispositifs médicaux,SAFE ORTHOPAEDICS,PARC DES BELLEVUES,ALLEE ROSA LUXEMBOURG,BATIMENT CALIFORNIE,"",95610,ERAGNY SUR OISE
PRBTFBUJ,[FR],FRANCE,[DM],Dispositifs médicaux,ABS-Bolton Medical,4 Parc d'Activité,BP 10,"","",88470,SAINT MICHEL SUR MEURTHE
KMRWASGO,[FR],FRANCE,[DM],Dispositifs médicaux,DUFOLOT D.T,RD562,Centre Les Mercuriales 1,"","",83440,TOURRETTES
HBVDCKKT,[CH],SUISSE,[AUT],Autres,Sophia Genetics SAS,Rue du centre 172,"","","",1025,Saint-Sulpice
TTIXRCDH,[FR],FRANCE,[PC],Produits cosmétiques,Laboratoires EONA,56 bis rue du Chenet,"","","",91490,Milly la foret
URGQCQYO,[FR],FRANCE,[DM],Dispositifs médicaux,HELLI SANTE,7 CHEMIN DES ROSIERISTES,"","","",69410,champagne au mont d'or
JMAWILMJ,[FR],FRANCE,[DM],Dispositifs médicaux,MEDICREA Europe Francophone,14 PORTE DU GRAND LYON,"","","",01700,NEYRON
JMXXCUZJ,[FR],FRANCE,[MED],Médicaments humains,LEO Pharma A/S,55 Industriparken,"","","",2750,BALLERUP
DWXNOZHK,[FR],FRANCE,[PA],Prestataires associés,PHARMAGEST INTERACTIVE,"5, allée de Saint Cloud","","","",54600,Villers-lès-Nancy
KMFGVJWL,[FR],FRANCE,[PA],Prestataires associés,NUKLEUS,55 rue bobillot,"","","",75013,paris
VTSXPXFZ,[FR],FRANCE,[AUT],Autres,HEARWEAR PROJECT,2 impasse des fours à chaux,"","","",63100,CLERMONT-FERRAND
WCGECMRV,[US],ÉTATS-UNIS,[AUT],Autres,Brandtrust,444 N Michigan Ave,Suite 3100,"","",60611,Chicago
YRTAXJBG,[FR],FRANCE,[PC],Produits cosmétiques,Pôle Cosmétique,"254, chemin de la Farlède","","","",83500,La Seyne sur Mer
MCTPLGCN,[FR],FRANCE,[MV],Médicament vétérinaire,INTERVET,7 RUE OLIVIER DE SERRES,PARC D ACTIVITE ANGERS BEAUCOUZE,SECTEUR DE LA TECHNOPOLE,"",49071,BEAUCOUZE
SJCGRLGR,[FR],FRANCE,[DM],Dispositifs médicaux,Illumina France,52 boulevard de sébastopol,"","","",75003,Paris
VIATPUSY,[FR],FRANCE,[MED],Médicaments humains,SUBSTIPHARM DEVELOPPEMENT,"24, rue Erlanger","","","",75016,PARIS
XIMUWVCB,[FR],FRANCE,[PC],Produits cosmétiques,LUCAS MEYER COSMETICS,100-101 QUARTIER BOIELDIEU,TOUR FRANKLIN,"","",92080,PARIS LA DEFENSE CEDEX
DZLWIUMH,[FR],FRANCE,[AUT],Autres,LYRA FRANCE,25 rue Bleue,"","","",75009,PARIS
DXWHWCUX,[GB],ROYAUME-UNI,[MED],Médicaments humains,GW Research Limited,Sovereign House,Vision Park,Chivers Way,Histon,CB249BZ,Cambridge
DKOLLNCQ,[FR],FRANCE,[PA],Prestataires associés,NOROX,392 RUE JULES VERNE,"","","",59273,FRETIN
APOIAGLJ,[US],ÉTATS-UNIS,[MED],Médicaments humains,Takeda Pharmaceuticals International Co.,40 Landsdowne Street,"","","",2139,Cambridge
RXABUTEG,[FR],FRANCE,[DM],Dispositifs médicaux,MEDICORTHO,155 avenue François Godin,"","","",62780,CUCQ
XTEPLEXW,[FR],FRANCE,[DM],Dispositifs médicaux,R'SUD PERFUSION,837 AVENUE DE BRUXELLES,ZA LES PLAYES - ALLEE DE PARIS,"","",83500,LA SEYNE SUR MER
YPJSLMJH,[RU],"RUSSIE, FÉDÉRATION DE",[MED],Médicaments humains,Takeda Russia-CIS,"""Fusion Park"" Business-centre"," 2, Bl.1, Usatcheva Str.","","",119048,Moscou
EOXMLODC,[DE],ALLEMAGNE,[MED],Médicaments humains,vasopharm,vasopharm GmbH,Friedrich-Bergius-Ring 15,"","",97076,Wuerzburg
CVWYZPEG,[FR],FRANCE,[DM],Dispositifs médicaux,Pixium Vision,74 rue du faubourg saint antoine,74 rue du faubourg saint antoine,74 rue du faubourg saint antoine,74 rue du faubourg saint antoine,75012,paris
OLJHKFPZ,[FR],FRANCE,[MED],Médicaments humains,Ceva Santé Animale,Direction France,10 Avenue de la Ballastière,"","",33500,Libourne
IMKSRFAF,[SG],SINGAPOUR,[DM],Dispositifs médicaux,Zimmer Pte Ltd,"401 Commonwealth Drive, #06-03",Haw Par Technocentre,"","",149598,Singapore
MEZAVTKL,[CH],SUISSE,[MED],Médicaments humains,Merz Pharma (Schweiz) AG,Hegenheimermattweg 57,"","","",4123,Allschwil
BBHWATEY,[FR],FRANCE,[DM],Dispositifs médicaux,Johnson & Johnson Medical SAS,1 rue camille desmoulins,"","","",92787,Issy les moulineaux
XAZCTWPA,[FR],FRANCE,[PA],Prestataires associés,Loire Assistance Sante,9 rue chaptal,"","","",37110,Chateau Renault
GUACJMOS,[FR],FRANCE,[DM],Dispositifs médicaux,ETHICAL MEDICAL IMPLANTS,Espace Mérignac Phare,BP 10288,27 rue Alessandro Volta,"",33697 ,Mérignac
VREPYPJU,[GB],ROYAUME-UNI,[MED],Médicaments humains,Small Heath Medical practice,113 Henshaw Road,113 Henshaw Road,113 Henshaw Road,113 Henshaw Road,100,Birmingham
FPIMKERI,[MC],MONACO,[DM],Dispositifs médicaux,S.A.M. SERELYS PHARMA,5 RUE DU GABIAN,LE TRITON - BLOC B - 2 EME ETAGE,"","",98000,MONACO
OVSAZRUG,[GB],ROYAUME-UNI,[AUT],Autres,RONIN International Ltd,80-84 Bondway,"","","",SW81SF,Londres
OVEERSVP,[RE],RÉUNION,[DM],Dispositifs médicaux,ARAR SOINS A DOMICILE,4 rue de Hanoï,ZAC Balthazar,"","",97419,La Possession
ILSRTKVU,[FR],FRANCE,[MV],Médicament vétérinaire,MSD ANIMAL HEALTH INNOVATION,RUE OLIVIER DE SERRES,ANGERS TECHNOPOLE,"","",49071,BEAUCOUZE
DVRMRWNR,[FR],FRANCE,[PA],Prestataires associés,test,3 RUE DES VOIS,"","","",92700,COLOMBES
EDTBTVHD,[BE],BELGIQUE,[MED],Médicaments humains,Takeda Belgium, Leonardo da Vincilaan 7,"","","",1930,Zaventem
MCUEVSDE,[CH],SUISSE,[DM],Dispositifs médicaux,KERI MEDICAL SA,Route des Acacias 45A,"","","",1227,GENEVE
DJVOXUID,[BE],BELGIQUE,[DM],Dispositifs médicaux,EUROPE BRIDGE,South Center Titanium Marcel Broodthaer Square 8,4th floor,"","",1060,BRUXELLES
JYDSYJJB,[IE],IRLANDE,[MED],Médicaments humains,ROCHE IRLANDE,Clarehill,Clarecastle,"","",Co Clare,Ennis
SWUFEYCE,[FR],FRANCE,[DM],Dispositifs médicaux,Abiss France,14 rue de la télématique,"","","",42000,Saint-etienne
QEMGVZOX,[BG],BULGARIE,[MED],Médicaments humains,AbbVie EOOD,48 SITNYAKOVO BLVD,"","","",1505,SOFIA
GQURRBBK,[US],ÉTATS-UNIS,[MED],Médicaments humains,Takeda Pharmaceuticals U.S.A.,"One Takeda Parkway Deerfield, IL  60015","","","",60015,Deerfield
LMRWKVKQ,[US],ÉTATS-UNIS,[MED],Médicaments humains,CTI BioPharma Corp.,3101 Western Avenue,Suite 600,"","",98112,Seattle
DWJAFFWM,[FR],FRANCE,[PA],Prestataires associés,JAKE,191 BOULEVARD PEREIRE,"","","",75017,PARIS
IONERQBQ,[FR],FRANCE,[MED],Médicaments humains,ALFASIGMA FRANCE,14 boulevard des Frères Voisin,"","","",92130,ISSY-LES-MOULINEAUX
EFZWQFBF,[FR],FRANCE,[MED],Médicaments humains,RANBAXY PHARMACIE GENERIQUES,11-15 QUAI DE DION BOUTON,Immeuble Avant-Seine,"","",92800,PUTEAUX
MAXHLFLD,[FR],FRANCE,[DM],Dispositifs médicaux,ZB-ORTHO,722 route de la combette,"","","",38410,saint martin d'uriage
WXIQAZCF,[FR],FRANCE,[AUT],Autres,Cirrina,29 rue du maquis,"","","",29000,Quimper
VDISBZRE,[FR],FRANCE,[DM],Dispositifs médicaux,BIOBANK,4 RUE LEBON,ZA LAVOISIER,"","",77220,PRESLES EN BRIE
PVENILVU,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Retrophin, Inc","3721 Valley Centre Drive, Suite 200 ","","","",CA 92130,San Diego
FUFMATBO,[ES],ESPAGNE,[AUT],Autres,"CAPTIO TECH, S.L.","Torre Inbisa, 7-A-D","Plaça Europa, nº9,","","",08908,Barcelona
HLZKPKWP,[FR],FRANCE,[DM],Dispositifs médicaux,MEDICREA INTERNATIONAL,5389 route de strasbourg vancia,"","","",69140,RILLIEUX LE PAPE
BPRTUNSA,[FR],FRANCE,[MED],Médicaments humains,Sigma-tau France,14 BOULEVARD DES FRERES VOISIN,"","","",92130,ISSY-LES-MOULINEAUX
NIXMQNLE,[FR],FRANCE,[PA],Prestataires associés,Confiance Sante,52 rue d'Emerainville,Croissy A,"","",77183,Croissy Beaubourg
MFWOSICY,[MC],MONACO,[MED],Médicaments humains,SOCIETE D'ETUDES ET DE RECHERCHES PHARMACEUTIQUES,5 RUE DU GABIAN,2EME ETAGE,IMMEUBLE LE TRITON,"",98000,MONACO
OLZEXAZR,[FR],FRANCE,[PA],Prestataires associés,LA FONDERIE,61 RUE JULES AUFFRET,"","","",93500,PANTIN
LJZGURBD,[FR],FRANCE,[PA],Prestataires associés,MERZ PHARMA FRANCE (VIA LA FONDERIE),TOUR EQHO,2 AVENUE GAMBETTA,"","",92400,COURBEVOIE
UDIDVQUJ,[FR],FRANCE,[DM],Dispositifs médicaux,ADM@17 Santé,16 B rue de la désirée,Résidence Le Sémaphore,"","",17000,LA ROCHELLE
WOMVJASD,[FR],FRANCE,[DM],Dispositifs médicaux,Zimmer France SAS,127 avenue René Jacot,BP 34,"","",25461,Etupes
ANKPOQAL,[FR],FRANCE,[DM],Dispositifs médicaux,Zimmer Biomet France SAS,"70, rue du Chanoit","","","",25600 ,Brognard
WLRZOQHN,[FR],FRANCE,[DM],Dispositifs médicaux,TERUMO FRANCE SAS,3 ROND POINT DES SAULES,IMMEUBLE LE RENAISSANCE,"","",78280,GUYANCOURT
DBYSMHVM,[FR],FRANCE,[MV],Médicament vétérinaire,SAS BIMEDA FRANCE,"2C, Allée Jacques Frimot","","","",35000,RENNES
VUKQKBZW,[FR],FRANCE,[DM],Dispositifs médicaux,Cardinal Health Switzerland 515 GmbH,Lindenstrasse 10,"","","",6340 ,BAAR
ZBIATZLT,[FR],FRANCE,[DM],Dispositifs médicaux,BIOMET,PLATEAU DE LAUTAGNE,"","","",26000,VALENCE
NDGIITTO,[FR],FRANCE,[MED],Médicaments humains,LEO Pharma Algérie,Lotissement Benhadadi Said,Villa n°3 bis,CHERAGA,"",16014,ALGER
OJUTZSDQ,[FR],FRANCE,[PA],Prestataires associés,Craven,"12, place de l'Eglise","","","",36140,Crevant
WOMEDBZJ,[FR],FRANCE,[PA],Prestataires associés,LJ CORPORATE,"16, rue de l'Arcade","","","",75008,Paris
ZFIGOPNW,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,MAST DIAGNOSTIC,12 rue Jean - Jacques Mention,"","","",80090,AMIENS
HLSNVZSG,[FR],FRANCE,[AUT],Autres,EVER Pharma France,2 place Gailleton,2 place Gailleton,2 place Gailleton,2 place Gailleton,69002,LYON
ZYNQHBPG,[FR],FRANCE,[DM],Dispositifs médicaux,ADVANCE SAS,566 rue le corbusier,"","","",30000,NIMES
BJSZDMJP,[FR],FRANCE,[AUT],Autres,A.V.D.,Lotissement la Tuilerie,6 route de la Pinotière,"","",16400,LA COURONNE
DADRNBCF,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,BIOSYNEX,12 RUE ETTORE BUGATTI,"","","",67201,ECKBOLSHEIM
UCIDNGZY,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,HAEMONETICS CORPORATION,400 WOOD ROAD,"","","",02184,BRAINTREE
QHBMIUIP,[CH],SUISSE,[DM],Dispositifs médicaux,HAEMONETICS S.A.,Signy Centre,6 rue des fléchères,PO BOX 262,"",1274,signy centre
BPEWSQAE,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,PROCEPT BioRobotics Corporation,900 Island Drive,Suite 101 ,"","",CA 94065 ,Redwood City
QTNEMHOW,[CH],SUISSE,[MED],Médicaments humains,TILLOTTS PHARMA AG,BASLERSTRASSE 15,"","","",4310,RHEINFELDEN
DLNSXVXK,[CH],SUISSE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,BIO-RAD Europe GmbH,Holbeinstrasse 75,"","","",4051,BASEL
FMWHXIOZ,[FR],FRANCE,[AUT],Autres,national market,"3, rue Pau Casals","","","",92100,Boulogne billancourt
LQMILYBI,[FR],FRANCE,[AUT],Autres,EVANEMY DISTRIBUTION,97 BD DE PLYMOUTH,"","","",29200,BREST 
LJCGNRHM,[FR],FRANCE,[AUT],Autres,Dômes Pharma,11 et 11 bis Villa du Parc Montsouris,"","","",75014,Paris
GOPLIKIM,[FR],FRANCE,[MED],Médicaments humains,Intercept Pharma France SAS,21 boulvard Haussmann,"","","",75009,PARIS
HRVMWTDW,[GB],ROYAUME-UNI,[MED],Médicaments humains,Small Heath pactice,113 Henshaw Road,"","","",B10 0SX,Birmingham
QWGKKWGS,[GB],ROYAUME-UNI,[AUT],Autres,IMSWorld,210 Pentonville Road,"","","",N19JY,Londres
ABDHNNMG,[US],ÉTATS-UNIS,[MED],Médicaments humains,"X4 Pharmaceuticals, Inc.",955 Massachusetts Avenue,4th Floor,"","",02139,Cambridge
BAUNTRJH,[FR],FRANCE,[DM],Dispositifs médicaux,BLI-DBP,74 ROUTE DES CAMOINS,"","","",13011,MARSEILLE
GACOPVNQ,[FR],FRANCE,[DM],Dispositifs médicaux,NEWCO,10 rue de la Croix Vigneron,"","","",95160,Montmorency
SOOENLIO,[GB],ROYAUME-UNI,[MED],Médicaments humains,DIURNAL Group PLC,Cardiff Medicentre,Heath Park,"","",CF14 4UJ,Cardiff
WSXVIEDH,[FR],FRANCE,[AUT],Autres,E LEARNING SANTE EUROPE,2 RUE TROYON,"","","",92310,SEVRES
OBEIESUO,[FR],FRANCE,[DM],Dispositifs médicaux,PRODIMED,4 AVENUE DE L'EUROPE,ZI,"","",60530,NEUILLY EN THELLE
ASWMDFDA,[FR],FRANCE,[PA],Prestataires associés,V2L,1120 ROUTE DE CAUNET,"","","",13600,CEYRESTE
LBNRRETS,[FR],FRANCE,[DM],Dispositifs médicaux,Vyaire Medical SAS,1 rue favart,"","","",75002,Paris
PWUHMXAY,[FR],FRANCE,[AUT],Autres,BALT,10 RUE DE LA CROIX VIGNERON,"","","",95160 ,MONTMORENCY
IWFODOLB,[FR],FRANCE,[MED],Médicaments humains,UNITHER LIQUID MANUFACTURING,1-3 allée de la neste,BP 70319,"","",31773,Colomiers
ITCTJPHJ,[FR],FRANCE,[DM],Dispositifs médicaux,OPTIQUE PHILIPPE LAFONT,29 RUE HOCHE,"","","",92130,ISSY LES MOULINEAUX
YNZVXKWW,[NL],PAYS-BAS,[MED],Médicaments humains,PHARMING GROUP NV,Darwinveg 24,"","","",2333 CR,LEIDEN
RWDJCUES,[FR],FRANCE,[PA],Prestataires associés,SOS OXYGENE ANTILLES,"2-4, impasse des Apprentis - Village du Grand Port -","","","",97354,Remire-Montoly
USTKQCID,[FR],FRANCE,[AUT],Autres,SESC,"1, rue Augustine Variot","","","",92240,Malakoff
EISRVENW,[KR],"CORÉE, RÉPUBLIQUE DE",[MED],Médicaments humains,Samsung Bioepis,"107, Cheomdan-daero, Yeonsu-gu","","","",21987,Incheon
HMBDTQXZ,[RE],RÉUNION,[MED],Médicaments humains,S R P,79 rue Leconte De Lisle,"","","",97434,SAINT GILLES LES BAINS
WVZMBCWP,[FR],FRANCE,[AUT],Autres,PROMOGEN,280 RUE DE GOA,ZI LES TROIS MOULINS,PARC DE SOPHIA ANTIPOLIS,BP 70222,06901,SOPHIA ANTIPOLIS CEDEX
ZPKNYJFY,[FR],FRANCE,[AUT],Autres,STETHOS INTERNATIONAL,1 Place du Marivel,"","","",92310,Sèvres
NYSJAATT,[CH],SUISSE,[DM],Dispositifs médicaux,EXACTECH INTERNATIONAL OPERATION Ltd.,WELTPOSTSTRASSE 5,"","","",3015,BERN
TYFBBPJI,[FR],FRANCE,[DM],Dispositifs médicaux,SILHOUETTE FRANCE,16 RUE JULES SAULNIER,"","","",93200,SAINT DENIS
UNPSNWSW,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Taiho Oncology, Inc","101 Carnegie Center, Suite 101","","","",08540,"Princeton, NJ"
TTCPKHVN,[FR],FRANCE,[PA],Prestataires associés,Idée à Suivre,8 parc Mermoz,"","","",13008,Marseille
RVRROZRB,[GB],ROYAUME-UNI,[MED],Médicaments humains,ADVANZ PHARMA,85 King William Street,Capital House,"","",EC4N 7BL,London
LALUVDLP,[FR],FRANCE,[DM],Dispositifs médicaux,STUDIOSANTE24,35 Route de Lauglusie,"","","",24430,Coursac
JASRTJPX,[FR],FRANCE,[AUT],Autres,MUTUALITE FRANCAISE VIENNE,60 et 68 rue Carnot,BP 209,"","",86000,POITIERS
LMVWRMSY,[FR],FRANCE,[PA],Prestataires associés,SOS OXYGENE ILE DE FRANCE NORD- Gennevilliers,119 rue des Caboeufs,"","","",92230,Gennevilliers
CDBUPGBO,[FR],FRANCE,[PA],Prestataires associés,SOS OXYGENE MEDITERRANEE- Vendres,Via Europa 7 avenue de Rome,"","","",34350,Vendres
VTEZPTDM,[FR],FRANCE,[DM],Dispositifs médicaux,Atlantic Therapeutics,5 rue de Hanovre ,"","","",75002,paris
TJANVZWO,[RU],"RUSSIE, FÉDÉRATION DE",[MED],Médicaments humains,Bristol Myers Squibb Limited,9 Zemlyanoiy val street,"","","",105064,MOSCOU
TEYGIYQF,[FR],FRANCE,[DM],Dispositifs médicaux,laboratoire leblanc et associés,77 rue emile herbline,"","","",14150,ouistreham
JVKSWBHP,[FR],FRANCE,[DM],Dispositifs médicaux,SANTEO,Parc d’Activités de l’Aérodrome OUEST,Rue les Neuf au chemin de Douai,"","",59121,PROUVY
ITODXURI,[FR],FRANCE,[PC],Produits cosmétiques,DEUXS,299 Boulevard De Leeds,"","","",59777,Euralille
WHBCPKVP,[FR],FRANCE,[AUT],Autres,LABORATOIRE DE CORRECTION AUDITIVE DE MARSEILLE PRADO,142 Av du Prado,"","","",13008,MARSEILLE
GJHNEQKR,[FR],FRANCE,[PA],Prestataires associés,ATLAS MEDICAL,ZA La Chesnaie,"","","",49220,PRUILLE
SCKGQLVG,[FR],FRANCE,[AUT],Autres,JANSSEN HORIZON,1 RUE CAMILLE DESMOULINS,"","","",92787,ISSY LES MOULINEAUX
TIRTQOIB,[FR],FRANCE,[MED],Médicaments humains,ONXEO,49 boulevard du Général Martial Valin,"","","",75015,Paris
IPQWHDQR,[FR],FRANCE,[MED],Médicaments humains,PROVEPHARM,22 Rue Marc Donadille,Les Baronnies,"","",13013,Marseille
FSFJDVCN,[FR],FRANCE,[MED],Médicaments humains,Ultragenyx France,54 AVENUE HOCHE,"","","",75008,Paris
LLFZZEPX,[US],ÉTATS-UNIS,[MED],Médicaments humains,Vical Incorporated,10390 Pacific Center Court,"","","",92121,San Diego
HDVMPVMP,[FR],FRANCE,[DM],Dispositifs médicaux,ODONTEC,7 RUE DES MONTAGNES DE LANS,ESPACE COMBOIRE,"","",38130,ECHIROLLES
UJIOGDBL,[RE],RÉUNION,[DM],Dispositifs médicaux,Efi'Science,"1, rue Bianca","","","",97434,Saint-Gilles les Bains
APKFGCRV,[FR],FRANCE,[DM],Dispositifs médicaux,GRANDAUDITION,1 ROND-POINT DES CHAMPS-ÉLYSÉES,"",1 ROND-POINT DES CHAMPS-ÉLYSÉES,64 ALLEE LA FONTAINE,75008,PARIS
HAHVCPKC,[FR],FRANCE,[DM],Dispositifs médicaux,ACUITISFRANCE,55 av Victor Hugo,55 av Victor Hugo,55 av Victor Hugo,55 av Victor Hugo,75016,PARIS
GDIJSEYL,[FR],FRANCE,[DM],Dispositifs médicaux,PCN,3 RUE HOCHE,"","","",06400,CANNES
